Abbreviation,Type_cond,Type,Support/Copolymer/metal-organic framework (MOF),IL Cation name,IL Cation SMILE,IL Anion name,IL Anion SMILE,PIL Monomer Cation name,PIL Monomer Cation SMILE,PIL Anion name,PIL Anion SMILE,Full Name,Material 1,Material 2,Material 3,Material 4,Material 5,Material 6,Temperatures (degC),Pressures (bar),P,P(CO2) Error,alph,alphErr,DOI URL,Article Title,Authors,Journal,J_abb,Volume,Page,Year,Institutions,Corresponding Author,Corresponding Author Email,Corresponding Author Institution
[DMPEG]-[MPEG] with 50 wt% [emim][Tf2N],Polymer-IL,Polymer-IL,Crosslinked (Poly(ethylene glycol) dimethacrylate [DMPEG]) - (poly(ethylene glycol) methyl ether methacrylate [MPEG]) copolymer,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Crosslinked (Poly(ethylene glycol) dimethacrylate [DMPEG]) - (poly(ethylene glycol) methyl ether methacrylate [MPEG]) membrane with 50 wt% [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]],Poly(ethylene glycol) dimethacrylate [DMPEG],poly(ethylene glycol) methyl ether methacrylate [MPEG],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,23,0.1-1,106,,23.6,,https://dx.doi.org/10.1134/S0965544112070031,Gas separation characteristics of new membrane materials based on poly(ethylene glycol)-crosslinked polymers and ionic liquids,"Erdni-Goryaev, E. M.; Alent’ev, A. Yu.; Belov, N. A.; Ponkratov, D. O.; Shaplov, A. S.; Lozinskaya, E. I.; Vygodskii, Ya. S.",Petroleum Chemistry,Pet. Chem.,52 (7),494-498,2012,"Russian Academy of Sciences, Moscow, Russia ; Moscow State University, Moscow, Russia ; ","Erdni-Goryaev, E. M.",erdni-goryaev@ips.ac.ru,"Russian Academy of Sciences, Moscow, Russia"
[DMPEG]-[MPEG] with 50 wt% [emim][(CF3CF2)3PF3],Polymer-IL,Polymer-IL,Crosslinked (Poly(ethylene glycol) dimethacrylate [DMPEG]) - (poly(ethylene glycol) methyl ether methacrylate [MPEG]) copolymer,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,tris(pentafluoroethyl)trifluorophosphate [(CF3CF2)3PF3],F[P-](F)(C(F)(C(F)(F)F)F)(C(F)(C(F)(F)F)F)(C(F)(C(F)(F)F)F)F,,,,,Crosslinked (Poly(ethylene glycol) dimethacrylate [DMPEG]) - (poly(ethylene glycol) methyl ether methacrylate [MPEG]) membrane with 50 wt% [1-Ethyl-3-methylimidazolium [emim]] [tris(pentafluoroethyl)trifluorophosphate [(CF3CF2)3PF3]],Poly(ethylene glycol) dimethacrylate [DMPEG],poly(ethylene glycol) methyl ether methacrylate [MPEG],1-Ethyl-3-methylimidazolium [emim],tris(pentafluoroethyl)trifluorophosphate [(CF3CF2)3PF3],,,23,0.1-1,98.3,,21.8,,https://dx.doi.org/10.1134/S0965544112070031,Gas separation characteristics of new membrane materials based on poly(ethylene glycol)-crosslinked polymers and ionic liquids,"Erdni-Goryaev, E. M.; Alent’ev, A. Yu.; Belov, N. A.; Ponkratov, D. O.; Shaplov, A. S.; Lozinskaya, E. I.; Vygodskii, Ya. S.",Petroleum Chemistry,Pet. Chem.,52 (7),494-498,2012,"Russian Academy of Sciences, Moscow, Russia ; Moscow State University, Moscow, Russia ; ","Erdni-Goryaev, E. M.",erdni-goryaev@ips.ac.ru,"Russian Academy of Sciences, Moscow, Russia"
[DMPEG]-[MPEG] with 50 wt% [emim][CF3SO3],Polymer-IL,Polymer-IL,Crosslinked (Poly(ethylene glycol) dimethacrylate [DMPEG]) - (poly(ethylene glycol) methyl ether methacrylate [MPEG]) copolymer,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,Triflate [CF3SO3],O=S([O-])(C(F)(F)F)=O,,,,,Crosslinked (Poly(ethylene glycol) dimethacrylate [DMPEG]) - (poly(ethylene glycol) methyl ether methacrylate [MPEG]) membrane with 50 wt% [1-Ethyl-3-methylimidazolium [emim]] [Triflate [CF3SO3]],Poly(ethylene glycol) dimethacrylate [DMPEG],poly(ethylene glycol) methyl ether methacrylate [MPEG],1-Ethyl-3-methylimidazolium [emim],Triflate [CF3SO3],,,23,0.1-1,85.6,,19.5,,https://dx.doi.org/10.1134/S0965544112070031,Gas separation characteristics of new membrane materials based on poly(ethylene glycol)-crosslinked polymers and ionic liquids,"Erdni-Goryaev, E. M.; Alent’ev, A. Yu.; Belov, N. A.; Ponkratov, D. O.; Shaplov, A. S.; Lozinskaya, E. I.; Vygodskii, Ya. S.",Petroleum Chemistry,Pet. Chem.,52 (7),494-498,2012,"Russian Academy of Sciences, Moscow, Russia ; Moscow State University, Moscow, Russia ; ","Erdni-Goryaev, E. M.",erdni-goryaev@ips.ac.ru,"Russian Academy of Sciences, Moscow, Russia"
p(VDF-HFP) 80 wt% [emim][Tf2N],Polymer-IL,Polymer-IL,Poly(vinylidene fluoride-co-hexafluoropropylene) fluoroelastomer [p(VDF-HFP)],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Poly(vinylidene fluoride-co-hexafluoropropylene) fluoroelastomer [p(VDF-HFP)] with 80 wt% [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]],Poly(vinylidene fluoride-co-hexafluoropropylene) fluoroelastomer [p(VDF-HFP)],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,25,1,533,,30,,https://dx.doi.org/10.1016/j.memsci.2012.05.072,High ionic liquid content polymeric gel membranes: Correlation of membrane structure with gas and vapour transport properties,"Friess, Karel; Jansen, Johannes Carolus; Bazzarelli, Fabio; Izák, Pavel; Jarmarová, Veronika; Ka?írková, Marie; Schauer, Jan; Clarizia, Gabriele; Bernardo, Paola.",Journal of Membrane Science,J. Membr. Sci.,415-416,801-809,2012,"Institute of Chemical Technology Prague, Prague, Czech Republic ; University of Calabria, Rende (CS), Italy ; Institute of Chemical Process Fundamentals, Prague, Czech Republic ; Research Institute of Inorganic Chemistry, Ústí nad Labem, Czech Republic ; Institute of Macromolecular Chemistry, Prague, Czech Republic","Jansen, Johannes Carolus",jc.jansen@itm.cnr.it,"University of Calabria, Rende (CS), Italy"
PIL-IL 50,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"1,3-bis(2-oxiranyl-ethyl)imidazolium [bis(epoxide)-IL]",C1(CCN2C=[N+](CCC3CO3)C=C2)OC1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"{3:2 resin, prepared the crosslinking of 3 mole ([1,3-bis(2-oxiranyl-ethyl)imidazolium [bis(epoxide)-IL]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) with 2 mole (tris(2-aminoethyl)amine [TAEA])} and 50 wt% ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) supported by Porous hydrophilic poly(tetrafluoroethylene) [PTFE]",Porous hydrophilic poly(tetrafluoroethylene) [PTFE],tris(2-aminoethyl)amine [TAEA],"1,3-bis(2-oxiranyl-ethyl)imidazolium [bis(epoxide)-IL]",1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,25,1,195,,27,,https://dx.doi.org/10.1016/j.memsci.2017.01.016,CO2/CH4 separation performance of ionic-liquid-based epoxy-amine ion gel membranes under mixed feed conditions relevant to biogas processing,"Friess, Karel; Lan?, Marek; Pilná?ek, Kryštof; Fíla, Vlastimil; Vopi?ka, Ond?ej; Sedláková, Zuzana; Cowan, Matthew G.; McDanel, William M.; Noble, Richard D.; Gin, Douglas L.; Izak, Pavel.",Journal of Membrane Science,J. Membr. Sci.,528,64-71,2017,"University of Chemistry and Technology, Prague, Czech Republic ; Institute of Chemical Process Fundamentals of the CAS, Prague, Czech Republic ; University of CO, Boulder, CO, USA","Friess, Karel",karel.friess@vscht.cz,"University of Chemistry and Technology, Prague, Czech Republic"
PIL-IL 75,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"1,3-bis(2-oxiranyl-ethyl)imidazolium [bis(epoxide)-IL]",C1(CCN2C=[N+](CCC3CO3)C=C2)OC1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"{3:2 resin, prepared by  the crosslinking of 3 mole ([1,3-bis(2-oxiranyl-ethyl)imidazolium [bis(epoxide)-IL]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) with 2 mole (tris(2-aminoethyl)amine [TAEA])} and 75 wt% ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) supported by Porous hydrophilic poly(tetrafluoroethylene) [PTFE]",Porous hydrophilic poly(tetrafluoroethylene) [PTFE],tris(2-aminoethyl)amine [TAEA],"1,3-bis(2-oxiranyl-ethyl)imidazolium [bis(epoxide)-IL]",1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,25,1,525,,35,,https://dx.doi.org/10.1016/j.memsci.2017.01.016,CO2/CH4 separation performance of ionic-liquid-based epoxy-amine ion gel membranes under mixed feed conditions relevant to biogas processing,"Friess, Karel; Lan?, Marek; Pilná?ek, Kryštof; Fíla, Vlastimil; Vopi?ka, Ond?ej; Sedláková, Zuzana; Cowan, Matthew G.; McDanel, William M.; Noble, Richard D.; Gin, Douglas L.; Izak, Pavel.",Journal of Membrane Science,J. Membr. Sci.,528,64-71,2017,"University of Chemistry and Technology, Prague, Czech Republic ; Institute of Chemical Process Fundamentals of the CAS, Prague, Czech Republic ; University of CO, Boulder, CO, USA","Friess, Karel",karel.friess@vscht.cz,"University of Chemistry and Technology, Prague, Czech Republic"
neat Pebax?1657,No IL Membrane,No IL Membrane,,,,,,,,,,Neat 60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657],60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657],,,,,,35,2,80,,64,,https://dx.doi.org/10.1021/acsami.6b16539,Interfacial Design of Ternary Mixed Matrix Membranes Containing Pebax 1657/Silver-Nanopowder/[BMIM][BF4] for Improved CO2 Separation Performance,"Ghasemi Estahbanati, Ehsan; Omidkhah, Mohammadreza; Ebadi Amooghin, Abtin.",ACS Applied Materials & Interfaces,ACS Appl. Mater. Interfaces.,9 (11),10094-10105,2017,"Tarbiat Modares University, Tehran, Iran ; Arak University, Arak, Iran","Omidkhah, Mohammadreza",Omidkhah@modares.ac.ir,"Tarbiat Modares University, Tehran, Iran"
Pebax?1657 / 0.5%Ag,No IL Membrane,No IL Membrane,,,,,,,,,,{60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657]} with 0.5 wt% Silver nanoparticles [Ag],60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657],Silver nanoparticles [Ag],,,,,35,2,132,,77.6,,https://dx.doi.org/10.1021/acsami.6b16539,Interfacial Design of Ternary Mixed Matrix Membranes Containing Pebax 1657/Silver-Nanopowder/[BMIM][BF4] for Improved CO2 Separation Performance,"Ghasemi Estahbanati, Ehsan; Omidkhah, Mohammadreza; Ebadi Amooghin, Abtin.",ACS Applied Materials & Interfaces,ACS Appl. Mater. Interfaces.,9 (11),10094-10105,2017,"Tarbiat Modares University, Tehran, Iran ; Arak University, Arak, Iran","Omidkhah, Mohammadreza",Omidkhah@modares.ac.ir,"Tarbiat Modares University, Tehran, Iran"
Pebax?1657 / 0.5%Ag / 50% IL,MMM,MMM,Silver nanoparticles [Ag],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Tetrafluoroborate [BF4],F[B-](F)(F)F,,,,,{60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657]} with 0.5 wt% Silver nanoparticles [Ag] and 50 wt% [1-Butyl-3-methylimidazolium [bmim]] [Tetrafluoroborate [BF4]],60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657],Silver nanoparticles [Ag],1-Butyl-3-methylimidazolium [bmim],Tetrafluoroborate [BF4],,,35,2,167,,184,,https://dx.doi.org/10.1021/acsami.6b16539,Interfacial Design of Ternary Mixed Matrix Membranes Containing Pebax 1657/Silver-Nanopowder/[BMIM][BF4] for Improved CO2 Separation Performance,"Ghasemi Estahbanati, Ehsan; Omidkhah, Mohammadreza; Ebadi Amooghin, Abtin.",ACS Applied Materials & Interfaces,ACS Appl. Mater. Interfaces.,9 (11),10094-10105,2017,"Tarbiat Modares University, Tehran, Iran ; Arak University, Arak, Iran","Omidkhah, Mohammadreza",Omidkhah@modares.ac.ir,"Tarbiat Modares University, Tehran, Iran"
[C2mim][TFSAM],SILM,SILM,Porous hydrophilic poly(tetrafluoroethylene) [PTFE],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,"2,2,2-trifluoromethylsulfonyl-N-cyanoamide [TFSAM]",O=S(C)([N-]C%23N)=O,,,,,"Porous hydrophilic poly(tetrafluoroethylene) [PTFE] supported {[1-Ethyl-3-methylimidazolium [emim]] [2,2,2-trifluoromethylsulfonyl-N-cyanoamide [TFSAM]]}",Porous hydrophilic poly(tetrafluoroethylene) [PTFE],1-Ethyl-3-methylimidazolium [emim],"2,2,2-trifluoromethylsulfonyl-N-cyanoamide [TFSAM]",,,,20,1,753,0.2,43.9,0.1,https://dx.doi.org/10.1039/C7CP06297D,Exploring the effect of fluorinated anions on the CO2/N2 separation of supported ionic liquid membranes,"Gouveia, Andreia S. L.; Tomé, Liliana C.; Lozinskaya, Elena I.; Shaplov, Alexander S.; Vygodskii, Yakov S.; Marrucho, Isabel M.",Physical Chemistry Chemical Physics,PCCP.,19 (42),28876-28884,2017,"Universidade de Lisboa, Lisboa, Portugal ; Universidade Nova de Lisboa, Oeiras, Portugal ; A. N. Nesmeyanov Institute of Organoelement Compounds Russian academy of sciences (INEOS RAS), Moscow, Russia ; Luxembourg Institute of Science and Technology (LIST), Esch-sur-Alzette, Luxembourg","Marrucho, Isabel M.",isabel.marrucho@tecnico.ulisboa.pt,"Universidade de Lisboa, Lisboa, Portugal"
[C2mim][FSI],SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(fluorosulfonyl)imide [FSI],FS([N-]S(F)(=O)=O)(=O)=O,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[1-Ethyl-3-methylimidazolium [emim]] [bis(fluorosulfonyl)imide [FSI]]},Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Ethyl-3-methylimidazolium [emim],bis(fluorosulfonyl)imide [FSI],,,,20,1,843,0.5,46.1,0.5,https://dx.doi.org/10.1039/C7CP06297D,Exploring the effect of fluorinated anions on the CO2/N2 separation of supported ionic liquid membranes,"Gouveia, Andreia S. L.; Tomé, Liliana C.; Lozinskaya, Elena I.; Shaplov, Alexander S.; Vygodskii, Yakov S.; Marrucho, Isabel M.",Physical Chemistry Chemical Physics,PCCP.,19 (42),28876-28884,2017,"Universidade de Lisboa, Lisboa, Portugal ; Universidade Nova de Lisboa, Oeiras, Portugal ; A. N. Nesmeyanov Institute of Organoelement Compounds Russian academy of sciences (INEOS RAS), Moscow, Russia ; Luxembourg Institute of Science and Technology (LIST), Esch-sur-Alzette, Luxembourg","Marrucho, Isabel M.",isabel.marrucho@tecnico.ulisboa.pt,"Universidade de Lisboa, Lisboa, Portugal"
10 wt% SMS,Polymer-IL,Polymer-IL,poly(styrene-b-methyl methacrylate-b-styrene) [SMS],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,10 wt% poly(styrene-b-methyl methacrylate-b-styrene) [SMS] in [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]] supported by Porous hydrophobic poly(vinylidene fluoride) [PVDF],poly(styrene-b-methyl methacrylate-b-styrene) [SMS],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Porous hydrophobic poly(vinylidene fluoride) [PVDF],,,23,2,870,,22,,https://dx.doi.org/10.1016/j.memsci.2012.07.011,ABA-triblock copolymer ion gels for CO2 separation applications,"Gu, Yuanyan; Cussler, Edward L.; Lodge, Timothy P.",Journal of Membrane Science,J. Membr. Sci.,423-424,20-26,2012,"University of Minnesota, Minneapolis, MN, USA","Lodge, Timothy P.",lodge@umn.edu,"University of Minnesota, Minneapolis, MN, USA"
15 wt% SMS,Polymer-IL,Polymer-IL,poly(styrene-b-methyl methacrylate-b-styrene) [SMS],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,15 wt% poly(styrene-b-methyl methacrylate-b-styrene) [SMS] in [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]] supported by Porous hydrophobic poly(vinylidene fluoride) [PVDF],poly(styrene-b-methyl methacrylate-b-styrene) [SMS],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Porous hydrophobic poly(vinylidene fluoride) [PVDF],,,23,2,840,,24,,https://dx.doi.org/10.1016/j.memsci.2012.07.011,ABA-triblock copolymer ion gels for CO2 separation applications,"Gu, Yuanyan; Cussler, Edward L.; Lodge, Timothy P.",Journal of Membrane Science,J. Membr. Sci.,423-424,20-26,2012,"University of Minnesota, Minneapolis, MN, USA","Lodge, Timothy P.",lodge@umn.edu,"University of Minnesota, Minneapolis, MN, USA"
15 wt% SOS,Polymer-IL,Polymer-IL,poly(styrene-b-ethylene oxide-b- styrene) [SOS],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,10 wt% poly(styrene-b-ethylene oxide-b- styrene) [SOS] in [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]] supported by Porous hydrophobic poly(vinylidene fluoride) [PVDF],poly(styrene-b-ethylene oxide-b- styrene) [SOS],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Porous hydrophobic poly(vinylidene fluoride) [PVDF],,,23,2,710,,42,,https://dx.doi.org/10.1016/j.memsci.2012.07.011,ABA-triblock copolymer ion gels for CO2 separation applications,"Gu, Yuanyan; Cussler, Edward L.; Lodge, Timothy P.",Journal of Membrane Science,J. Membr. Sci.,423-424,20-26,2012,"University of Minnesota, Minneapolis, MN, USA","Lodge, Timothy P.",lodge@umn.edu,"University of Minnesota, Minneapolis, MN, USA"
15% ion gel,PIL-BCP (free IL),PIL-CP,poly(styrene-b-1-[(2-acryl- oyloxy)ethyl]-3-butylimidazolium bis(trifluoromethylsulfonyl)- amide-b-styrene) [PS-PIL-PS],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,1-[(2-acryl- oyloxy)ethyl]-3-butylimidazolium,CCCCN1C=C[N+](CCOC(C=C)=C)=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,15 wt% poly(styrene-b-1-[(2-acryl- oyloxy)ethyl]-3-butylimidazolium bis(trifluoromethylsulfonyl)- amide-b-styrene) [PS-PIL-PS] in [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]],poly(styrene-b-1-[(2-acryl- oyloxy)ethyl]-3-butylimidazolium bis(trifluoromethylsulfonyl)- amide-b-styrene) [PS-PIL-PS],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,23,2,985,29,39,,https://dx.doi.org/10.1021/ma2001838,Synthesis and Gas Separation Performance of Triblock Copolymer Ion Gels with a Polymerized Ionic Liquid Mid-Block,"Gu, Yuanyan; Lodge, Timothy P.",Macromolecules,Macromolecules.,44 (7),1732-1736,2011,"University of Minnesota, Minneapolis, MN, USA","Lodge, Timothy P.",lodge@umn.edu,"University of Minnesota, Minneapolis, MN, USA"
PIM-1,No IL Membrane,No IL Membrane,,,,,,,,,,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]","[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",,,,,,30,0.5,7440,,19,,https://dx.doi.org/10.1016/j.memsci.2017.06.022,Blend membranes of ionic liquid and polymers of intrinsic microporosity with improved gas separation characteristics,"Halder, Karabi; Khan, Muntazim Munir; Grünauer, Judith; Shishatskiy, Sergey; Abetz, Clarissa; Filiz, Volkan; Abetz, Volker.",Journal of Membrane Science,J. Membr. Sci.,539,368-382,2017,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany ; University of Hamburg, Hamburg, Germany","Filiz, Volkan",volkan.filiz@hzg.de,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany"
PIM-1 + 5 wt% [C2mim][Tf2N],Polymer-IL,Polymer-IL,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1] + 5 wt% [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]","[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,30,0.5,6650,,20,,https://dx.doi.org/10.1016/j.memsci.2017.06.022,Blend membranes of ionic liquid and polymers of intrinsic microporosity with improved gas separation characteristics,"Halder, Karabi; Khan, Muntazim Munir; Grünauer, Judith; Shishatskiy, Sergey; Abetz, Clarissa; Filiz, Volkan; Abetz, Volker.",Journal of Membrane Science,J. Membr. Sci.,539,368-382,2017,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany ; University of Hamburg, Hamburg, Germany","Filiz, Volkan",volkan.filiz@hzg.de,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany"
PIM-1 + 5 wt% [C4mim][Tf2N],Polymer-IL,Polymer-IL,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1] + 5 wt% [1-Butyl-3-methylimidazolium [bmim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]","[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",1-Butyl-3-methylimidazolium [bmim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,30,0.5,4590,,22,,https://dx.doi.org/10.1016/j.memsci.2017.06.022,Blend membranes of ionic liquid and polymers of intrinsic microporosity with improved gas separation characteristics,"Halder, Karabi; Khan, Muntazim Munir; Grünauer, Judith; Shishatskiy, Sergey; Abetz, Clarissa; Filiz, Volkan; Abetz, Volker.",Journal of Membrane Science,J. Membr. Sci.,539,368-382,2017,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany ; University of Hamburg, Hamburg, Germany","Filiz, Volkan",volkan.filiz@hzg.de,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany"
