Abbreviation,Type_cond,Type,Support/Copolymer/metal-organic framework (MOF),IL Cation name,IL Cation SMILE,IL Anion name,IL Anion SMILE,PIL Monomer Cation name,PIL Monomer Cation SMILE,PIL Anion name,PIL Anion SMILE,Full Name,Material 1,Material 2,Material 3,Material 4,Material 5,Material 6,Temperatures (degC),Pressures (bar),P,P(CO2) Error,alph,alphErr,DOI URL,Article Title,Authors,Journal,J_abb,Volume,Page,Year,Institutions,Corresponding Author,Corresponding Author Email,Corresponding Author Institution
Pebax?1657 / 0.5%Ag,No IL Membrane,No IL Membrane,,,,,,,,,,{60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657]} with 0.5 wt% Silver nanoparticles [Ag],60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657],Silver nanoparticles [Ag],,,,,35,2,132,,22.8,,https://dx.doi.org/10.1021/acsami.6b16539,Interfacial Design of Ternary Mixed Matrix Membranes Containing Pebax 1657/Silver-Nanopowder/[BMIM][BF4] for Improved CO2 Separation Performance,"Ghasemi Estahbanati, Ehsan; Omidkhah, Mohammadreza; Ebadi Amooghin, Abtin.",ACS Applied Materials & Interfaces,ACS Appl. Mater. Interfaces.,9 (11),10094-10105,2017,"Tarbiat Modares University, Tehran, Iran ; Arak University, Arak, Iran","Omidkhah, Mohammadreza",Omidkhah@modares.ac.ir,"Tarbiat Modares University, Tehran, Iran"
Pebax?1657 / 0.5%Ag / 50% IL,MMM,MMM,Silver nanoparticles [Ag],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Tetrafluoroborate [BF4],F[B-](F)(F)F,,,,,{60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657]} with 0.5 wt% Silver nanoparticles [Ag] and 50 wt% [1-Butyl-3-methylimidazolium [bmim]] [Tetrafluoroborate [BF4]],60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657],Silver nanoparticles [Ag],1-Butyl-3-methylimidazolium [bmim],Tetrafluoroborate [BF4],,,35,2,167,,58,,https://dx.doi.org/10.1021/acsami.6b16539,Interfacial Design of Ternary Mixed Matrix Membranes Containing Pebax 1657/Silver-Nanopowder/[BMIM][BF4] for Improved CO2 Separation Performance,"Ghasemi Estahbanati, Ehsan; Omidkhah, Mohammadreza; Ebadi Amooghin, Abtin.",ACS Applied Materials & Interfaces,ACS Appl. Mater. Interfaces.,9 (11),10094-10105,2017,"Tarbiat Modares University, Tehran, Iran ; Arak University, Arak, Iran","Omidkhah, Mohammadreza",Omidkhah@modares.ac.ir,"Tarbiat Modares University, Tehran, Iran"
10 wt% SMS,Polymer-IL,Polymer-IL,poly(styrene-b-methyl methacrylate-b-styrene) [SMS],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,10 wt% poly(styrene-b-methyl methacrylate-b-styrene) [SMS] in [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]] supported by Porous hydrophobic poly(vinylidene fluoride) [PVDF],poly(styrene-b-methyl methacrylate-b-styrene) [SMS],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Porous hydrophobic poly(vinylidene fluoride) [PVDF],,,23,2,870,,11,,https://dx.doi.org/10.1016/j.memsci.2012.07.011,ABA-triblock copolymer ion gels for CO2 separation applications,"Gu, Yuanyan; Cussler, Edward L.; Lodge, Timothy P.",Journal of Membrane Science,J. Membr. Sci.,423-424,20-26,2012,"University of Minnesota, Minneapolis, MN, USA","Lodge, Timothy P.",lodge@umn.edu,"University of Minnesota, Minneapolis, MN, USA"
15 wt% SMS,Polymer-IL,Polymer-IL,poly(styrene-b-methyl methacrylate-b-styrene) [SMS],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,15 wt% poly(styrene-b-methyl methacrylate-b-styrene) [SMS] in [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]] supported by Porous hydrophobic poly(vinylidene fluoride) [PVDF],poly(styrene-b-methyl methacrylate-b-styrene) [SMS],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Porous hydrophobic poly(vinylidene fluoride) [PVDF],,,23,2,840,,13,,https://dx.doi.org/10.1016/j.memsci.2012.07.011,ABA-triblock copolymer ion gels for CO2 separation applications,"Gu, Yuanyan; Cussler, Edward L.; Lodge, Timothy P.",Journal of Membrane Science,J. Membr. Sci.,423-424,20-26,2012,"University of Minnesota, Minneapolis, MN, USA","Lodge, Timothy P.",lodge@umn.edu,"University of Minnesota, Minneapolis, MN, USA"
15 wt% SOS,Polymer-IL,Polymer-IL,poly(styrene-b-ethylene oxide-b- styrene) [SOS],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,10 wt% poly(styrene-b-ethylene oxide-b- styrene) [SOS] in [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]] supported by Porous hydrophobic poly(vinylidene fluoride) [PVDF],poly(styrene-b-ethylene oxide-b- styrene) [SOS],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Porous hydrophobic poly(vinylidene fluoride) [PVDF],,,23,2,710,,22,,https://dx.doi.org/10.1016/j.memsci.2012.07.011,ABA-triblock copolymer ion gels for CO2 separation applications,"Gu, Yuanyan; Cussler, Edward L.; Lodge, Timothy P.",Journal of Membrane Science,J. Membr. Sci.,423-424,20-26,2012,"University of Minnesota, Minneapolis, MN, USA","Lodge, Timothy P.",lodge@umn.edu,"University of Minnesota, Minneapolis, MN, USA"
15% ion gel,PIL-BCP (free IL),PIL-CP,poly(styrene-b-1-[(2-acryl- oyloxy)ethyl]-3-butylimidazolium bis(trifluoromethylsulfonyl)- amide-b-styrene) [PS-PIL-PS],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,1-[(2-acryl- oyloxy)ethyl]-3-butylimidazolium,CCCCN1C=C[N+](CCOC(C=C)=C)=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,15 wt% poly(styrene-b-1-[(2-acryl- oyloxy)ethyl]-3-butylimidazolium bis(trifluoromethylsulfonyl)- amide-b-styrene) [PS-PIL-PS] in ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),poly(styrene-b-1-[(2-acryl- oyloxy)ethyl]-3-butylimidazolium bis(trifluoromethylsulfonyl)- amide-b-styrene) [PS-PIL-PS],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,23,2,985,29,19,,https://dx.doi.org/10.1021/ma2001838,Synthesis and Gas Separation Performance of Triblock Copolymer Ion Gels with a Polymerized Ionic Liquid Mid-Block,"Gu, Yuanyan; Lodge, Timothy P.",Macromolecules,Macromolecules.,44 (7),1732-1736,2011,"University of Minnesota, Minneapolis, MN, USA","Lodge, Timothy P.",lodge@umn.edu,"University of Minnesota, Minneapolis, MN, USA"
PIM-1,No IL Membrane,No IL Membrane,,,,,,,,,,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]","[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",,,,,,30,0.5,7440,,11,,https://dx.doi.org/10.1016/j.memsci.2017.06.022,Blend membranes of ionic liquid and polymers of intrinsic microporosity with improved gas separation characteristics,"Halder, Karabi; Khan, Muntazim Munir; Grünauer, Judith; Shishatskiy, Sergey; Abetz, Clarissa; Filiz, Volkan; Abetz, Volker.",Journal of Membrane Science,J. Membr. Sci.,539,368-382,2017,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany ; University of Hamburg, Hamburg, Germany","Filiz, Volkan",volkan.filiz@hzg.de,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany"
PIM-1 + 5 wt% [C2mim][Tf2N],Polymer-IL,Polymer-IL,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1] + 5 wt% [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]","[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,30,0.5,6650,,11,,https://dx.doi.org/10.1016/j.memsci.2017.06.022,Blend membranes of ionic liquid and polymers of intrinsic microporosity with improved gas separation characteristics,"Halder, Karabi; Khan, Muntazim Munir; Grünauer, Judith; Shishatskiy, Sergey; Abetz, Clarissa; Filiz, Volkan; Abetz, Volker.",Journal of Membrane Science,J. Membr. Sci.,539,368-382,2017,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany ; University of Hamburg, Hamburg, Germany","Filiz, Volkan",volkan.filiz@hzg.de,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany"
PIM-1 + 5 wt% [C4mim][Tf2N],Polymer-IL,Polymer-IL,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1] + 5 wt% [1-Butyl-3-methylimidazolium [bmim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]","[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",1-Butyl-3-methylimidazolium [bmim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,30,0.5,4590,,13,,https://dx.doi.org/10.1016/j.memsci.2017.06.022,Blend membranes of ionic liquid and polymers of intrinsic microporosity with improved gas separation characteristics,"Halder, Karabi; Khan, Muntazim Munir; Grünauer, Judith; Shishatskiy, Sergey; Abetz, Clarissa; Filiz, Volkan; Abetz, Volker.",Journal of Membrane Science,J. Membr. Sci.,539,368-382,2017,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany ; University of Hamburg, Hamburg, Germany","Filiz, Volkan",volkan.filiz@hzg.de,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany"
PIM-1 + 5 wt% [C6mim][Tf2N],Polymer-IL,Polymer-IL,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",1-hexyl-3-methylimidazolium [hmim],C[N+]1=CN(C=C1)CCCCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1] + 5 wt% [1-hexyl-3-methylimidazolium [hmim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]","[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",1-hexyl-3-methylimidazolium [hmim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,30,0.5,2240,,14,,https://dx.doi.org/10.1016/j.memsci.2017.06.022,Blend membranes of ionic liquid and polymers of intrinsic microporosity with improved gas separation characteristics,"Halder, Karabi; Khan, Muntazim Munir; Grünauer, Judith; Shishatskiy, Sergey; Abetz, Clarissa; Filiz, Volkan; Abetz, Volker.",Journal of Membrane Science,J. Membr. Sci.,539,368-382,2017,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany ; University of Hamburg, Hamburg, Germany","Filiz, Volkan",volkan.filiz@hzg.de,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany"
PIM-COP,No IL Membrane,No IL Membrane,,,,,,,,,,"97.5 to 2.5 [5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1] to [2,3,6,7-Tetrahydroxy-9,10  dibutyl-13-poly  (oxyethylene)?9,10-dihydro-9,10-epipyrroloanthracene?12,14-dione [CO]]","[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]","2,3,6,7-Tetrahydroxy-9,10  dibutyl-13-poly  (oxyethylene)?9,10-dihydro-9,10-epipyrroloanthracene?12,14-dione [CO]",,,,,30,0.5,1880,,14,,https://dx.doi.org/10.1016/j.memsci.2017.06.022,Blend membranes of ionic liquid and polymers of intrinsic microporosity with improved gas separation characteristics,"Halder, Karabi; Khan, Muntazim Munir; Grünauer, Judith; Shishatskiy, Sergey; Abetz, Clarissa; Filiz, Volkan; Abetz, Volker.",Journal of Membrane Science,J. Membr. Sci.,539,368-382,2017,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany ; University of Hamburg, Hamburg, Germany","Filiz, Volkan",volkan.filiz@hzg.de,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany"
PIM-COP + 5 wt% [C6mim][Tf2N],Polymer-IL,Polymer-IL,"97.5 to 2.5 [5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1] to [2,3,6,7-Tetrahydroxy-9,10  dibutyl-13-poly  (oxyethylene)?9,10-dihydro-9,10-epipyrroloanthracene?12,14-dione [CO]]",1-hexyl-3-methylimidazolium [hmim],C[N+]1=CN(C=C1)CCCCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,"97.5 to 2.5 [5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1] to [2,3,6,7-Tetrahydroxy-9,10  dibutyl-13-poly  (oxyethylene)?9,10-dihydro-9,10-epipyrroloanthracene?12,14-dione [CO]] + 5 wt% [1-hexyl-3-methylimidazolium [hmim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]","[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]","2,3,6,7-Tetrahydroxy-9,10  dibutyl-13-poly  (oxyethylene)?9,10-dihydro-9,10-epipyrroloanthracene?12,14-dione [CO]",1-hexyl-3-methylimidazolium [hmim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,30,0.5,900,,17,,https://dx.doi.org/10.1016/j.memsci.2017.06.022,Blend membranes of ionic liquid and polymers of intrinsic microporosity with improved gas separation characteristics,"Halder, Karabi; Khan, Muntazim Munir; Grünauer, Judith; Shishatskiy, Sergey; Abetz, Clarissa; Filiz, Volkan; Abetz, Volker.",Journal of Membrane Science,J. Membr. Sci.,539,368-382,2017,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany ; University of Hamburg, Hamburg, Germany","Filiz, Volkan",volkan.filiz@hzg.de,"Helmholtz-Zentrum Geesthacht, Geesthacht, Germany"
P[vbim][Tf2N]/[emim][Tf2N]/0 wt% ZIF-8,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,1-vinyl-3-butyl imidazolium [vbim],C=CN1C=[N+](C=C1)CCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-butyl imidazolium [vbim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) and ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],1-vinyl-3-butyl imidazolium [vbim],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,35,3.5,300.1,,14.8,,https://dx.doi.org/10.1016/j.memsci.2013.02.034,Room temperature ionic liquid/ZIF-8 mixed-matrix membranes for natural gas sweetening and post-combustion CO2 capture,"Hao, Lin; Li, Pei; Yang, Tingxu; Chung, Tai-Shung.",Journal of Membrane Science,J. Membr. Sci.,436,221-231,2013,"National University of Singapore, Singapore, Singapore","Chung, Tai-Shung",chencts@nus.edu.sg,"National University of Singapore, Singapore, Singapore"
P[vbim][Tf2N]/[emim][Tf2N]/23.7 wt% ZIF-9,MMM (PIL),MMM,Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,1-vinyl-3-butyl imidazolium [vbim],C=CN1C=[N+](C=C1)CCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-butyl imidazolium [vbim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) and ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) and 23.7 wt% Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8] mixed-matrix membrane,Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],1-vinyl-3-butyl imidazolium [vbim],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,35,3.5,693.6,,12.1,,https://dx.doi.org/10.1016/j.memsci.2013.02.034,Room temperature ionic liquid/ZIF-8 mixed-matrix membranes for natural gas sweetening and post-combustion CO2 capture,"Hao, Lin; Li, Pei; Yang, Tingxu; Chung, Tai-Shung.",Journal of Membrane Science,J. Membr. Sci.,436,221-231,2013,"National University of Singapore, Singapore, Singapore","Chung, Tai-Shung",chencts@nus.edu.sg,"National University of Singapore, Singapore, Singapore"
P[vbim][Tf2N]/[emim][B(CN)4]/0 wt% ZIF-8,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,Tetracyanoborate [B(CN)4],N#C[B-](C#N)(C#N)C#N,1-vinyl-3-butyl imidazolium [vbim],C=CN1C=[N+](C=C1)CCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-butyl imidazolium [vbim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) and ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],1-vinyl-3-butyl imidazolium [vbim],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Tetracyanoborate [B(CN)4],,35,3.5,365.4,,15.8,,https://dx.doi.org/10.1016/j.memsci.2013.02.034,Room temperature ionic liquid/ZIF-8 mixed-matrix membranes for natural gas sweetening and post-combustion CO2 capture,"Hao, Lin; Li, Pei; Yang, Tingxu; Chung, Tai-Shung.",Journal of Membrane Science,J. Membr. Sci.,436,221-231,2013,"National University of Singapore, Singapore, Singapore","Chung, Tai-Shung",chencts@nus.edu.sg,"National University of Singapore, Singapore, Singapore"
P[vbim][Tf2N]/[emim][B(CN)4]/25.8 wt% ZIF-9,MMM (PIL),MMM,Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,Tetracyanoborate [B(CN)4],N#C[B-](C#N)(C#N)C#N,1-vinyl-3-butyl imidazolium [vbim],C=CN1C=[N+](C=C1)CCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-butyl imidazolium [vbim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) and ([1-Ethyl-3-methylimidazolium [emim]] [Tetracyanoborate [B(CN)4]]) and 25.8 wt% Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8] mixed-matrix membrane,Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],1-vinyl-3-butyl imidazolium [vbim],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Tetracyanoborate [B(CN)4],,35,3.5,1062.4,,12.3,,https://dx.doi.org/10.1016/j.memsci.2013.02.034,Room temperature ionic liquid/ZIF-8 mixed-matrix membranes for natural gas sweetening and post-combustion CO2 capture,"Hao, Lin; Li, Pei; Yang, Tingxu; Chung, Tai-Shung.",Journal of Membrane Science,J. Membr. Sci.,436,221-231,2013,"National University of Singapore, Singapore, Singapore","Chung, Tai-Shung",chencts@nus.edu.sg,"National University of Singapore, Singapore, Singapore"
P[vbim][Tf2N]/[emim][BF4]/0 wt% ZIF-8,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,Tetrafluoroborate [BF4],F[B-](F)(F)F,1-vinyl-3-butyl imidazolium [vbim],C=CN1C=[N+](C=C1)CCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-butyl imidazolium [vbim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) and ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],1-vinyl-3-butyl imidazolium [vbim],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Tetrafluoroborate [BF4],,35,3.5,233.2,,17.1,,https://dx.doi.org/10.1016/j.memsci.2013.02.034,Room temperature ionic liquid/ZIF-8 mixed-matrix membranes for natural gas sweetening and post-combustion CO2 capture,"Hao, Lin; Li, Pei; Yang, Tingxu; Chung, Tai-Shung.",Journal of Membrane Science,J. Membr. Sci.,436,221-231,2013,"National University of Singapore, Singapore, Singapore","Chung, Tai-Shung",chencts@nus.edu.sg,"National University of Singapore, Singapore, Singapore"
P[vbim][Tf2N]/[emim][BF4]/26.4 wt% ZIF-9,MMM (PIL),MMM,Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,Tetrafluoroborate [BF4],F[B-](F)(F)F,1-vinyl-3-butyl imidazolium [vbim],C=CN1C=[N+](C=C1)CCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-butyl imidazolium [vbim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) and ([1-Ethyl-3-methylimidazolium [emim]] [Tetrafluoroborate [BF4]]) and 26.4wt% Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8] mixed-matrix membrane,Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],1-vinyl-3-butyl imidazolium [vbim],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Tetrafluoroborate [BF4],,35,3.5,340,,16.6,,https://dx.doi.org/10.1016/j.memsci.2013.02.034,Room temperature ionic liquid/ZIF-8 mixed-matrix membranes for natural gas sweetening and post-combustion CO2 capture,"Hao, Lin; Li, Pei; Yang, Tingxu; Chung, Tai-Shung.",Journal of Membrane Science,J. Membr. Sci.,436,221-231,2013,"National University of Singapore, Singapore, Singapore","Chung, Tai-Shung",chencts@nus.edu.sg,"National University of Singapore, Singapore, Singapore"
